Geography	Medium	City	Name	Website	Twitter_Name	Facebook	Instagram	Youtube	Address	Editor	Phone	source	collection_date
ca	Newspaper	Del Mar, CA	Carmel Valley News	http://www.delmartimes.net/category/news/carmel-valley		https://www.facebook.com/CVNews		http://www.youtube.com/user/DelMarTimes	380 Stevens Ave Ste 316 Del Mar, CA 92075-2069	Lorine Wright	858-876-7997	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Del Mar, CA	Del Mar Times	http://www.delmartimes.net		https://www.facebook.com/mydelmartimes		http://www.youtube.com/user/DelMarTimes	380 Stevens Ave Ste 316 Del Mar, CA 92075-2069	Lorine Wright	858-876-7997	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Dixon, CA	Independent Voice	http://independentvoice.com					PO Box 1106 Dixon, CA 95620-1106	Dave Scholl	707-678-8917	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Downey, CA	Downey Patriot	http://www.thedowneypatriot.net	https://twitter.com/DOWNEYPATRIOT	https://www.facebook.com/DowneyPatriot	https://www.instagram.com/downeypatriot/		8301 Florence Ave Ste 100 Downey, CA 90240-3946	Eric Pierce	562-904-3668	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Downieville, CA	Sierra County Prospect	http://www.sierracountyprospect.org					PO Box 155 Downieville, CA 96124-0155	L. DeVita	530-448-9092	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Hemet, CA	Valley Chronicle	http://thevalleychronicle.com		https://www.facebook.com/thevalleychronicle			227 E Florida Ave East Hemet, CA 92543-4205	Jessica Self	951-652-6529	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Los Angeles, CA	Pacific Citizen	http://pacificcitizen.org				http://www.youtube.com/pacificcitizen	123 Astronaut E S Onizuka St Ste 31 East Los Angeles, CA 90012-3846	Allison Haramoto	213-620-1767	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Los Angeles, CA	Rafu Shimpo	http://www.rafu.com	https://twitter.com/RafuShimpo	https://www.facebook.com/rafu.shimpo		http://www.youtube.com/user/RafuShimpoOnline	701 E 3rd St Ste 130 East Los Angeles, CA 90013-1789	Michael Komai	213-629-2231	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Los Angeles, CA	TheGRAWN	http://www.thegrawn.com	https://twitter.com/artwalk_news	https://www.facebook.com/dtlaweekly	https://www.instagram.com/dtlaweekly/		PO Box 13845 East Los Angeles, CA 90013-0845			usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Los Angeles, CA	Westside Today	http://westsidetoday.com	https://twitter.com/WestsideLAToday	https://www.facebook.com/WestsideToday		https://www.youtube.com/user/WestsideToday	3435 Ocean Park Blvd Ste 210 East Los Angeles, CA 90405-3315	T.J. Montemer	310-310-2637	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Oakdale, CA	Oakdale Leader	http://www.oakdaleleader.com	https://twitter.com/oakdaleleader	https://www.facebook.com/oakdaleleader	https://www.instagram.com/oakdaleleader/		122 S 3rd Ave East Oakdale, CA 95361-3935	Marg Jackson	209-847-3021	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Palo Alto, CA	Daily News	http://www.mercurynews.com/peninsula	https://twitter.com/baydailynews	https://www.facebook.com/PaloAlto.DailyNews	https://www.instagram.com/mercnews/	https://www.youtube.com/user/Mercurynews/videos	4 N 2nd St Ste 800 East Palo Alto, CA 95113-1308	Mario Dianda	408-920-5000	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Palo Alto, CA	Palo Alto Online	http://www.paloaltoonline.com	https://twitter.com/paloaltoweekly	https://www.facebook.com/paloaltoonline	https://www.instagram.com/paloaltoonline/	http://www.youtube.com/user/paweekly	450 Cambridge Ave East Palo Alto, CA 94306-1507	Jocelyn Dong	650-326-8210	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Pasadena, CA	Pasadena Independent	http://www.pasadenaindependent.com	https://twitter.com/pasindependent	https://www.facebook.com/pages/Pasadena-Independent/196764600342628	https://www.instagram.com/pasadena_independent/		125 E Chestnut Ave East Pasadena, CA 91016-3411	Terry Miller	626-301-1010	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Pasadena, CA	Pasadena Journal	http://www.pasadenajournal.com	https://twitter.com/pasadenajournal	https://www.facebook.com/pages/The-Pasadena-San-Gabriel-Valley-Journal/390969687593516			1541 N Lake Ave Ste A East Pasadena, CA 91104-2375	Ruthie Hopkins	626-798-3972	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Pasadena, CA	Pasadena Star-News	http://www.pasadenastarnews.com	https://twitter.com/passtarnews	https://www.facebook.com/pasadenastarnews		https://www.youtube.com/channel/UC8hNH4tqFGKNk_Gi9StT2zA	911 E Colorado Blvd East Pasadena, CA 91106-1772	Ron Hasse	626-578-6300	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Pasadena, CA	Pasadena Weekly	http://www.pasadenaweekly.com		https://www.facebook.com/PasadenaWeekly			50 S DE Lacey Ave Ste 200 East Pasadena, CA 91105-3806	Kevin Uhrich	626-584-1500	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Pasadena, CA	South Pasadena Now	http://south.pasadenanow.com	https://twitter.com/ePasadenaNow	https://www.facebook.com/pasadena.now	https://www.instagram.com/pasadenanow/	https://www.youtube.com/channel/UCgNJG8Z3wNS9YN6zZBnxaBA	625 Fair Oaks Ave # 160 East Pasadena, CA 91030-2630	Bill Glazier	626-799-1161	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Porterville, CA	Porterville Recorder	http://www.recorderonline.com	https://twitter.com/recorderonline 	https://www.facebook.com/therecordernews			115 E Oak Ave East Porterville, CA 93257-3807	Rick Elkins	559-784-5000	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Quincy, CA	Feather River Bulletin	http://www.plumasnews.com/section/public_notices/feather_river_bulletin_public_notices	https://twitter.com/plumasnews	https://www.facebook.com/Plumasnews			PO Box B East Quincy, CA 95971-3586	Dan McDonald	530-283-0800	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Sonora, CA	Union Democrat	http://www.uniondemocrat.com	https://twitter.com/uniondemocrat	https://www.facebook.com/theuniondemocrat		https://www.youtube.com/channel/UCnk8TbzVUZ6beuenLH3UHSg	84 S Washington St East Sonora, CA 95370-4711	Lyn Riddle	209-532-7151	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	East Whittier, CA	Whittier Daily News	http://www.whittierdailynews.com	https://twitter.com/whittiernews	https://www.facebook.com/whittierdailynews	https://www.instagram.com/whittierdailynews/	https://www.youtube.com/channel/UCwei8N39mKXAna1Y0YT1SVQ	605 E Huntington Dr Ste 100 East Whittier, CA 91016-6353	Frank Pine	626-962-8811	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	El Cajon, CA	East County Californian	http://www.eccalifornian.com	https://twitter.com/publisherjohn	https://www.facebook.com/pages/East-County-Californian/114012382016521			119 N Magnolia Ave El Cajon, CA 92020-3903	Albert H. Fulcher	619-441-0400	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	El Cajon, CA	East County Gazette	http://www.eastcountygazette.com		https://www.facebook.com/pages/East-County-Gazette/73799452158			1130 Broadway El Cajon, CA 92021-4805	Debbie Norman	619-444-5774	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	El Centro, CA	Adelante Valle	http://www.ivpressonline.com/adelantevalle	https://twitter.com/IVPNews	https://www.facebook.com/adelantevalle		http://www.youtube.com/user/ivpressonline	205 N 8th St El Centro, CA 92243-2301	Mario G. Renteria	760-337-3400	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	El Centro, CA	Imperial Valley Press	http://www.ivpressonline.com	https://twitter.com/IVPNews	https://www.facebook.com/ivpress		http://www.youtube.com/user/ivpressonline	205 N 8th St El Centro, CA 92243-2301	Mario G. Renteria	760-337-3400	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	El Dorado Hills, CA	Telegraph	http://www.folsomtelegraph.com		https://www.facebook.com/EDHTelegraph			921 Sutter St El Dorado Hills, CA 95630-2441	Penne Usher	916-985-2581	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	El Monte, CA	Mid Valley News	http://www.midvalleynews.com	https://twitter.com/MidValley_News	https://www.facebook.com/midvalleynews	https://www.instagram.com/themidvalley/	https://www.youtube.com/user/midvalley4U	11401 Valley Blvd Ste 200B El Monte, CA 91731-3257	Clarke Moseley	626-443-1753	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	El Paso de Robles (Paso Robles), CA	Daily News	http://pasoroblesdailynews.com	https://twitter.com/pasodailynews	https://www.facebook.com/PasoRoblesDailyNews		https://www.youtube.com/channel/UCmthGGDfluhLV2Zt6MPWBeA	806 9th St El Paso de Robles (Paso Robles), CA 93446-2591	Scott Brennan	805-226-5714	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	El Paso de Robles (Paso Robles), CA	Paso Robles Press	http://www.pasoroblespress.com	https://twitter.com/pasopress	https://www.facebook.com/pasopress			829 10th St # B El Paso de Robles (Paso Robles), CA 93446-2507	Brian Williams	805-237-6060	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	El Segundo, CA	El Segundo Herald	http://www.heraldpublications.com/herald/el-segundo-herald	https://twitter.com/heraldpub	https://www.facebook.com/pages/El-Segundo-Herald/134515703295090			500 Center St El Segundo, CA 90245-3201	Heidi Maerker	310-322-1830	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Elk Grove, CA	Elk Grove Citizen	http://www.egcitizen.com	https://twitter.com/ElkGroveCitizen	https://www.facebook.com/elkgrovecitizen		https://www.youtube.com/channel/UCXBuWm9Zm4owU9zFG6nlLgw	8970 Elk Grove Blvd Elk Grove, CA 95624-1971	Cameron Macdonald	916-685-3945	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Encinitas, CA	Coast News	http://www.thecoastnews.com/city-encinitas	https://twitter.com/coastnewsgroup	https://www.facebook.com/pages/Coast-News-Group/186311970601	https://www.instagram.com/coastnews/		PO Box 232550 Encinitas, CA 92023-2550	Jean Gillette	760-436-9737	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Escalon, CA	Escalon Times	http://www.escalontimes.com	https://twitter.com/escalontimes	https://www.facebook.com/pages/The-Escalon-Times/57902349328	https://www.instagram.com/escalontimes/		122 S 3rd Ave Escalon, CA 95361-3935	Marg Jackson	209-847-3021	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Escondido, CA	Military Press Newspaper	http://www.militarypress.com	https://twitter.com/mpnewspaper	https://www.facebook.com/mpnewspaper			430 N Cedar St Escondido, CA 92025-4650	Richard T. Matz	858-537-2280	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Escondido, CA	North County Times	http://www.sandiegouniontribune.com/news/communities/north-county	https://twitter.com/sdut	https://www.facebook.com/sandiegouniontribune	https://www.instagram.com/sandiegouniontribune/	https://www.youtube.com/user/northcountytimes	PO Box 120191 Escondido, CA 92112-0191	Jeff Light	800-533-8830	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Escondido, CA	Times-Advocate	http://www.times-advocate.com	https://twitter.com/TimesAdvocate	https://www.facebook.com/TimesAdvocate			PO BOX 461900 Escondido, CA 92082-1529	David Ross	760-546-4000	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Eureka, CA	Times-Standard	http://www.times-standard.com	https://twitter.com/eurekaTS	https://www.facebook.com/TimesStandard	https://www.instagram.com/timesstandard/		930 6th St Eureka, CA 95501-1112	Rich Somerville	707-441-0500	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Exeter, CA	Foothills Sun Gazette	http://www.fsgnews.com		https://www.facebook.com/pages/Foothills-Sun-Gazette-Newspaper/325688951806			120 N E St Exeter, CA 93221-1729	Reggie Ellis	559-592-3171	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fairfield, CA	Daily Republic	http://www.dailyrepublic.com	https://twitter.com/AllDailyRepNews	https://www.facebook.com/DailyRepublic			1250 Texas St Fairfield, CA 94533-5748	Glen Faison	707-425-4646	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fall River Mills, CA	Mountain Echo	http://www.mountainecho.com	https://twitter.com/MtechoWalt	https://www.facebook.com/MountainEchoNewspaper			PO Box 224 Fall River Mills, CA 96028-0224	Walt Caldwell	530-336-6262	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fallbrook, CA	Village News	http://www.thevillagenews.com	https://twitter.com/thefvillagenews	https://www.facebook.com/FallbrookVillageNews			1588 S Mission Rd Ste 200 Fallbrook, CA 92028-4112	Julie Reeder	760-723-7319	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Ferndale, CA	Ferndale Enterprise	http://ferndaleenterprise.us	https://twitter.com/FrndEnterprise				PO Box 1066 Ferndale, CA 95536-1066	Caroline Titus	707-786-3068	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fillmore, CA	Fillmore Gazette	http://www.fillmoregazette.com	https://twitter.com/FillmoreGazette	https://www.facebook.com/FillmoreGazette		http://www.youtube.com/user/TheFillmoreGazette	PO Box 865 Fillmore, CA 93016-0865	Martin Farrell	805-524-2481	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fillmore, CA	Sespe Sun	http://sespesun.com				https://www.youtube.com/channel/UCl7XNtpYkfEkPuFRNMkoLcg	PO Box 843 Fillmore, CA 93016-0843	Chris Egedi	805-524-2622	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Folsom, CA	Folsom Telegraph	http://www.folsomtelegraph.com	https://twitter.com/folsomtelegraph	https://www.facebook.com/folsomtelegraph			921 Sutter St Folsom, CA 95630-2441	Penne Usher	916-985-2581	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fontana, CA	Fontana Herald News	http://www.fontanaheraldnews.com	https://twitter.com/HeraldNews1	https://www.facebook.com/fontanaheraldnews		http://www.youtube.com/user/FontanaHeraldNews	16981 Foothill Blvd Ste N Fontana, CA 92335-3573	Russ Ingold	909-822-2231	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fort Bragg, CA	Fort Bragg Advocate-News	http://www.advocate-news.com	https://twitter.com/FBAdvocateNews	https://www.facebook.com/FortBraggAdvocateNews		http://www.youtube.com/user/FBAdvocateNews	PO Box 1188 Fort Bragg, CA 95437-1188	Chris Calder	707-964-5642	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fortuna, CA	Humboldt Beacon	http://www.humboldtbeacon.com					930 6th St Fortuna, CA 95501-1112	Marc Valles	707-441-0505	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Frazier Park, CA	Mountain Enterprise	http://mountainenterprise.com	https://twitter.com/TMEnews	https://www.facebook.com/pages/The-Mountain-Enterprise/127419844423		https://www.youtube.com/user/mountainenterprise	PO Box 610 Frazier Park, CA 93225-0610	Patric Hedlund	661-245-3794	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fremont, CA	Argus	http://www.eastbaytimes.com/argus	https://twitter.com/EastBayTimes	https://www.facebook.com/fremontargus			175 Lennon Ln Ste 100 Fremont, CA 94598-2466	Neil Chase	925-935-2525	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fremont, CA	Fremont Bulletin	http://www.mercurynews.com/fremont	https://twitter.com/fremontbulletin	https://www.facebook.com/FremontBulletin	https://www.instagram.com/fremontbulletin/		59 Marylinn Dr Fremont, CA 95035-4311	Mario Dianda	510-661-9920	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fresno, CA	Fresno Bee	http://www.fresnobee.com	https://twitter.com/fresnobee	https://www.facebook.com/fresnobee	https://www.instagram.com/fresnobeephotos/	http://www.youtube.com/user/thefresnobee	1626 E St Fresno, CA 93786-0001	Jim Boren	559-441-6111	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fresno, CA	Fresno Vida en el Valle	http://www.vidaenelvalle.com		https://www.facebook.com/vidaenelvalle		https://www.youtube.com/user/vidaenelvalle	1626 E St Fresno, CA 93706-2006	Juan Esparza Loera	559-441-6780	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Fullerton, CA	Fullerton Observer	http://www.fullertonobserver.com		https://www.facebook.com/pages/Fullerton-Observer-Newspaper/284602838240885			PO Box 7051 Fullerton, CA 92834-7051	Sharon Kennedy	714-525-6402	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Galt, CA	Galt Herald	http://www.galtheraldonline.com		https://www.facebook.com/TheGaltHerald		https://www.youtube.com/user/GaltHeraldOnline	604 N Lincoln Way Galt, CA 95632-8601	Bonnie Rodriguez	209-745-1551	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Garberville, CA	Redwood Times	http://www.redwoodtimes.com		https://www.facebook.com/RedwoodTimes			433 Melville Rd Garberville, CA 95542-3409	Kellie Benz	707-923-1396	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Gardena, CA	Gardena Valley News	http://www.gardenavalleynews.org		https://www.facebook.com/pages/Gardena-Valley-News/140655699304726#			15005 S Vermont Ave Gardena, CA 90247-3004	Gary Kohatsu	310-329-6351	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Gilroy, CA	Gilroy Dispatch	http://www.gilroydispatch.com	https://twitter.com/GilroyDispatch	https://www.facebook.com/gilroydispatch		http://www.youtube.com/user/GilroyDispatch	6400 Monterey Rd Gilroy, CA 95020-6628	Jack Foley	408-842-6400	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Glendale, CA	Foothills Paper	http://www.thefoothillspaper.com	https://twitter.com/Docddd	https://www.facebook.com/TheFoothillsPaper		http://www.youtube.com/user/Docddd1	6470 Foothill Blvd Glendale, CA 91042-2729	Dr. David DeMulle	818-951-0943	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Glendale, CA	Glendale News Press	http://www.latimes.com/socal/glendale-news-press	https://twitter.com/glendalenp	https://www.facebook.com/GlendaleNewsPress			202 W 1st St Fl 2 Glendale, CA 90012-4299	Carol Cormaci	818-637-3200	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Gold River, CA	Gold River Messenger	http://goldrivermessenger.com					7144 Fair Oaks Blvd Gold River, CA 95608-6434	Paul V. Scholl	916-773-1111	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Gonzales, CA	Gonzales Tribune	http://www.gonzalestribune.com		https://www.facebook.com/gonzalestribune			522 Broadway St Ste B Gonzales, CA 93930-3243	John Bartlett	831-385-4880	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Grass Valley, CA	Union	http://www.theunion.com	https://twitter.com/TheUnion	https://www.facebook.com/theuniongrassvalley		http://www.youtube.com/user/theunionnews	464 Sutton Way Grass Valley, CA 95945-4102	Brian Hamilton	530-273-9561	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Greenfield, CA	Greenfield News	http://www.greenfieldnews.com		https://www.facebook.com/greenfieldnews			522 Broadway St Ste B Greenfield, CA 93930-3243	John Bartlett	831-385-4880	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Gridley, CA	Gridley Herald	http://www.gridleyherald.com		https://www.facebook.com/GridleyHerald			650 Kentucky St Gridley, CA 95948-2118	Lisa Van De Hey	530-846-3661	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Half Moon Bay, CA	Half Moon Bay Review	http://www.hmbreview.com	https://twitter.com/hmbreview	https://www.facebook.com/HMBreview	https://www.instagram.com/hmbreview/	http://www.youtube.com/user/HMBReview	714 Kelly St Half Moon Bay, CA 94019-1919	Clay Lambert	650-726-4424	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Hanford, CA	Sentinel	http://www.hanfordsentinel.com		https://www.facebook.com/HanfordSentinel	https://www.instagram.com/hanfordsentinel/	http://www.youtube.com/user/HanfordSentinel	300 W 6th St Hanford, CA 93230-4518	Linda Green	559-582-0471	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Hawthorne, CA	Hawthorne Press Tribune	http://www.heraldpublications.com/herald/hawthorne-press-tribune	https://twitter.com/heraldpub				500 Center St Hawthorne, CA 90245-3201	Heidi Maerker	310-322-1830	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Healdsburg, CA	Healdsburg Tribune	http://www.sonomawest.com/the_healdsburg_tribune		https://www.facebook.com/pages/The-Healdsburg-Tribune/139748127537			230 Center St Healdsburg, CA 95448-4402	Ray Holley	707-433-4451	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Hermosa Beach, CA	Beach Reporter	http://tbrnews.com	https://twitter.com/Beach_Reporter	https://www.facebook.com/TheBeachReporter		http://www.youtube.com/user/TheBeachReporter	2615 Pacific Coast Hwy Ste 329 Hermosa Beach, CA 90254-2229	Lisa Jacobs	310-372-0388	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Hermosa Beach, CA	Easy Reader	http://www.easyreadernews.com	https://twitter.com/EasyReaderNews	https://www.facebook.com/EasyReaderNews		http://www.youtube.com/user/EasyReaderVideo	PO Box 427 Hermosa Beach, CA 90254-0427	Kevin Cody	310-372-4611	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Hesperia, CA	Hesperia Star	http://www.hesperiastar.com	https://twitter.com/HesperiaStar			http://www.youtube.com/user/HesperiaStar	13891 Park Ave Hesperia, CA 92392-2435	Steve Hunt	760-951-6236	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Highland, CA	Highland Community News	http://highlandnews.net	https://twitter.com/HighlandNews1	https://www.facebook.com/highlandcommunitynews			27000 Baseline St Ste G Highland, CA 92346-3169	Charles Roberts	909-862-1771	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Hollister, CA	Hollister Free Lance	http://www.sanbenitocountytoday.com	https://twitter.com/hollisternews	https://www.facebook.com/hollisterfreelance			350 6th St Ste 102 Hollister, CA 95023-3882	Kollin Kosmicki	831-637-5566	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Holtville, CA	Holtville Tribune	http://holtvilletribune.com		https://www.facebook.com/holtville.tribune			570 Holt Ave Frnt Holtville, CA 92250-1293	Steve Larson	760-356-2995	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Huntington Beach, CA	Huntington Beach News	http://www.hbnews.us		https://www.facebook.com/Huntington.Beach.news			PO Box 413 Huntington Beach, CA 92648-0413	Jerry Person	657-845-7475	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Huntington Beach, CA	Independent	http://www.latimes.com/socal/hb-independent	https://twitter.com/HBIndependent	https://www.facebook.com/hbindependent			10540 Talbert Ave Ste 300 Huntington Beach, CA 92708-6027	John Canalis	714-966-4600	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Idyllwild-Pine Cove, CA	Idyllwild Town Crier	http://idyllwildtowncrier.com		https://www.facebook.com/IdyllwildTownCrier		http://www.youtube.com/user/idyllwildtowncrier	PO Box 157 Idyllwild-Pine Cove, CA 92549-0157	J.P. Crumrine	951-659-2145	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Imperial Beach, CA	Eagle and Times	http://www.imperialbeachnewsca.com		https://www.facebook.com/imperialbeachnews			1116 10th St Imperial Beach, CA 92118-3402	Dean Eckenroth	619-437-8800	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Indio, CA	Indio Sun	http://www.desertsun.com/news/indio	https://twitter.com/mydesert	https://www.facebook.com/pages/MyDesertcom/115967868757	https://www.instagram.com/desertsun/	http://www.youtube.com/user/TheDesertSun	PO Box 2734 Indio, CA 92263-2734	Greg Burton	760-322-8889	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Inglewood, CA	Inglewood News	http://www.heraldpublications.com/herald/inglewood-news	https://twitter.com/heraldpub	https://www.facebook.com/Inglewood-News-250180594995291/			500 Center St Inglewood, CA 90245-3201	Heidi Maerker	310-322-1830	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Jackson, CA	Amador Ledger Dispatch	http://www.ledger-dispatch.com	https://twitter.com/ledgerdispatch	https://www.facebook.com/ledgerdispatch	https://www.instagram.com/amador_ledgerdispatch/	https://www.youtube.com/channel/UCtKOXh-4zjzZE1Hkfs4fgfA	PO Box 1328 Jackson, CA 95642-1328	Jerry Budrick	209-223-1767	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Julian, CA	Julian News	http://juliannews.com	https://twitter.com/JulianNews	https://www.facebook.com/pages/The-Julian-News/110439775666761			PO Box 639 Julian, CA 92036-0639	Michele Harvey	760-765-2231	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	King City, CA	King City Rustler	http://www.kingcityrustler.com		https://www.facebook.com/kingcityrustler			522 Broadway St Ste B King City, CA 93930-3243	John Bartlett	831-385-4880	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Kingsburg, CA	Kingsburg Recorder	http://www.hanfordsentinel.com/kingsburg_recorder	https://twitter.com/KingsburgRecdr	https://www.facebook.com/pages/Kingsburg-Recorder/122588511129963			300 W 6th St Kingsburg, CA 93230-4518	Jenny McGill	559-582-0471	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	La Cañada Flintridge, CA	Outlook	http://outlooknewspapers.com/la-canada-flintridge		https://www.facebook.com/pages/Outlook-Newspapers/112985262083589			800 Foothill Blvd La Cañada Flintridge, CA 91011-3336	Charlie Plowman	818-790-7500	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	La Cañada Flintridge, CA	Valley Sun	http://www.latimes.com/socal/la-canada-valley-sun	https://twitter.com/ValleySun	https://www.facebook.com/ValleySun	https://www.instagram.com/thevalleysun/	https://www.youtube.com/user/LaCanadaValleySun	202 W 1st St Fl 2 La Cañada Flintridge, CA 90012-4299	Carol Cormaci	818-637-3200	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	La Mesa, CA	East County Magazine	http://eastcountymagazine.org	https://twitter.com/EastCountyMag	https://www.facebook.com/pages/East-County-Magazine/524328380924611			4438 Hideaway Pl La Mesa, CA 91941-6800	Miriam Raftery	619-698-7617	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	La Quinta, CA	La Quinta Sun	http://www.desertsun.com/news/la-quinta	https://twitter.com/mydesert	https://www.facebook.com/pages/MyDesertcom/115967868757	https://www.instagram.com/desertsun/	http://www.youtube.com/user/TheDesertSun	PO Box 2734 La Quinta, CA 92263-2734	Greg Burton	760-322-8889	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Ladera Ranch, CA	Ladera Times	http://laderatimes.com					29851 Sienna Pkwy Ladera Ranch, CA 92694-0868	Jim Schmitt	949-481-3593	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Laguna Beach, CA	Coastline Pilot	http://www.latimes.com/socal/coastline-pilot	https://twitter.com/coastlinepilot	https://www.facebook.com/coastlinepilot			10540 Talbert Ave Ste 300 Laguna Beach, CA 92708-6027	John Canalis	714-966-4600	usnpl.com	2023-05-17 15:42:39.278164
ca	Newspaper	Laguna Beach, CA	Independent	http://www.lagunabeachindy.com	https://twitter.com/lagunabeachindy	https://www.facebook.com/lagunabeachindependent			385 2nd St Laguna Beach, CA 92651-2304	Andrea Adelson	949-715-4100	usnpl.com	2023-05-17 15:42:39.278164
